location,lat,long,alt,year,bloom_date,bloom_doy,month,meantemp,Jan_max,tmin1,precip1,Feb_max,tmin2,precip2,latdata,longdata,altdata,datasource
Kushiro,42.98583333,144.3777778,4.5,2012,20/05/2012,141,1,-5.8,-1.2,-11.1,49,-1.8,-12.2,11,42.98,144.38,4,Kushiro
Kushiro,42.95305556,144.4375,14.05,2012,20/05/2012,141,1,-5.8,-1.2,-11.1,49,-1.8,-12.2,11,42.98,144.38,4,Kushiro
Kushiro,42.98583333,144.3777778,4.5,2013,25/05/2013,145,1,-6.9,-1.9,-12.7,15,-0.7,-10.2,21,42.98,144.38,4,Kushiro
Kushiro,42.95305556,144.4375,14.05,2013,25/05/2013,145,1,-6.9,-1.9,-12.7,15,-0.7,-10.2,21,42.98,144.38,4,Kushiro
Kushiro,42.98583333,144.3777778,4.5,2014,14/05/2014,134,1,-4.9,0.2,-11,27,0,-9.2,34,42.98,144.38,4,Kushiro
Kushiro,42.95305556,144.4375,14.05,2014,14/05/2014,134,1,-4.9,0.2,-11,27,0,-9.2,34,42.98,144.38,4,Kushiro
Kushiro,42.98583333,144.3777778,4.5,2015,8/05/2015,128,1,-3.3,0.7,-8,37,0.9,-5.8,77,42.98,144.38,4,Kushiro
Kushiro,42.95305556,144.4375,14.05,2015,8/05/2015,128,1,-3.3,0.7,-8,37,0.9,-5.8,77,42.98,144.38,4,Kushiro
Kushiro,42.98583333,144.3777778,4.5,2016,13/05/2016,134,1,-4.4,-0.1,-10,33,0.6,-9.5,52,42.98,144.38,4,Kushiro
Kushiro,42.95305556,144.4375,14.05,2016,13/05/2016,134,1,-4.4,-0.1,-10,33,0.6,-9.5,52,42.98,144.38,4,Kushiro
Kushiro,42.98583333,144.3777778,4.5,2017,18/05/2017,138,1,-5.8,-1.1,-11.1,26,0.3,-8.1,13,42.98,144.38,4,Kushiro
Kushiro,42.95305556,144.4375,14.05,2017,18/05/2017,138,1,-5.8,-1.1,-11.1,26,0.3,-8.1,13,42.98,144.38,4,Kushiro
Kushiro,42.98583333,144.3777778,4.5,2018,14/05/2018,134,1,-3.2,0.7,-7.7,13,-0.5,-10.4,13,42.98,144.38,4,Kushiro
Kushiro,42.95305556,144.4375,14.05,2018,14/05/2018,134,1,-3.2,0.7,-7.7,13,-0.5,-10.4,13,42.98,144.38,4,Kushiro
Kushiro,42.98583333,144.3777778,4.5,2019,13/05/2019,133,1,-5,0,-10.7,18,-0.3,-10.5,18,42.98,144.38,4,Kushiro
Kushiro,42.95305556,144.4375,14.05,2019,13/05/2019,133,1,-5,0,-10.7,18,-0.3,-10.5,18,42.98,144.38,4,Kushiro
Kushiro,42.98583333,144.3777778,4.5,2020,13/05/2020,134,1,-4,0.3,-8.9,35,0.1,-8.8,27,42.98,144.38,4,Kushiro
Kushiro,42.95305556,144.4375,14.05,2020,13/05/2020,134,1,-4,0.3,-8.9,35,0.1,-8.8,27,42.98,144.38,4,Kushiro
Kushiro,42.98583333,144.3777778,4.5,2021,11/05/2021,131,1,-5.9,-1.4,-11.6,65,0.6,-9.6,58,42.98,144.38,4,Kushiro
Kushiro,42.95305556,144.4375,14.05,2021,11/05/2021,131,1,-5.9,-1.4,-11.6,65,0.6,-9.6,58,42.98,144.38,4,Kushiro
Nemuro,43.33055556,145.5855556,25.2,2004,19/05/2004,140,1,-2.3,-0.2,-4.7,55,0.2,-5.6,45,43.33,145.58,25,Nemuro
Nemuro,43.33055556,145.5855556,25.2,2005,29/05/2005,149,1,-2.9,-0.4,-6.4,26,-2.1,-6.8,20,43.33,145.58,25,Nemuro
Nemuro,43.33055556,145.5855556,25.2,2006,22/05/2006,142,1,-4.3,-2.1,-7.2,41,-0.6,-7.7,29,43.33,145.58,25,Nemuro
Nemuro,43.33055556,145.5855556,25.2,2007,23/05/2007,143,1,-3.2,-0.7,-6.3,25,0.3,-5.6,23,43.33,145.58,25,Nemuro
Nemuro,43.33055556,145.5855556,25.2,2008,22/05/2008,143,1,-4.9,-2.3,-8.2,7,-1.5,-8.1,11,43.33,145.58,25,Nemuro
Nemuro,43.33055556,145.5855556,25.2,2009,16/05/2009,136,1,-1.2,1.1,-3.9,27,-0.7,-6.5,34,43.33,145.58,25,Nemuro
Nemuro,43.33055556,145.5855556,25.2,2010,24/05/2010,144,1,-2.5,0.1,-5.9,21,-1.3,-7,16,43.33,145.58,25,Nemuro
Hakodate,41.81666667,140.7541667,35,2004,30/04/2004,121,1,-1.4,2.1,-4.8,77,3.6,-4.1,202,41.82,140.75,35,Hakodate
Hakodate,41.81666667,140.7541667,35,2005,5/05/2005,125,1,-2,1.1,-5.5,132,0.1,-7.2,97,41.82,140.75,35,Hakodate
Hakodate,41.81666667,140.7541667,35,2006,12/05/2006,132,1,-3.6,-0.4,-7.4,54,1.4,-5.9,56,41.82,140.75,35,Hakodate
Hakodate,41.81666667,140.7541667,35,2007,4/05/2007,124,1,-0.4,2.7,-3.7,101,4.4,-3.7,60,41.82,140.75,35,Hakodate
Hakodate,41.81666667,140.7541667,35,2008,26/04/2008,117,1,-3.8,-0.5,-7.5,43,1.3,-6.6,53,41.82,140.75,35,Hakodate
Hakodate,41.81666667,140.7541667,35,2009,1/05/2009,121,1,-0.4,2.7,-3.9,82,2.4,-5.5,102,41.82,140.75,35,Hakodate
Hakodate,41.81666667,140.7541667,35,2010,10/05/2010,130,1,-1.7,1.3,-4.9,74,1,-7.1,44,41.82,140.75,35,Hakodate
Hakodate,41.81666667,140.7541667,35,2011,6/05/2011,126,1,-4.3,-0.8,-8.2,53,3.4,-4.8,40,41.82,140.75,35,Hakodate
Hakodate,41.81666667,140.7541667,35,2012,5/05/2012,126,1,-4.3,-0.7,-8.2,55,-0.5,-7.9,118,41.82,140.75,35,Hakodate
Hakodate,41.81666667,140.7541667,35,2013,12/05/2013,132,1,-4.3,-0.8,-8.3,66,0.4,-7,67,41.82,140.75,35,Hakodate
Hakodate,41.81666667,140.7541667,35,2014,1/05/2014,121,1,-3.5,0.1,-7.7,103,1,-7.2,30,41.82,140.75,35,Hakodate
Hakodate,41.81666667,140.7541667,35,2015,24/04/2015,114,1,-0.9,2.3,-4.6,43,3.4,-3.3,53,41.82,140.75,35,Hakodate
Hakodate,41.81666667,140.7541667,35,2016,26/04/2016,117,1,-2.5,0.4,-5.6,82,2.4,-5.1,80,41.82,140.75,35,Hakodate
Hakodate,41.81666667,140.7541667,35,2017,30/04/2017,120,1,-1.9,1.3,-5.7,70,2.4,-5.2,44,41.82,140.75,35,Hakodate
Hakodate,41.81666667,140.7541667,35,2018,28/04/2018,118,1,-1.8,1.2,-5.4,127,0.1,-7.2,109,41.82,140.75,35,Hakodate
Hakodate,41.81666667,140.7541667,35,2019,29/04/2019,119,1,-2.3,1.1,-6.3,65,1.7,-5.8,32,41.82,140.75,35,Hakodate
Hakodate,41.81666667,140.7541667,35,2020,1/05/2020,122,1,-0.9,2.3,-4.4,41,2.7,-4.2,50,41.82,140.75,35,Hakodate
Hakodate,41.81666667,140.7541667,35,2021,23/04/2021,113,1,-3.5,0.1,-7.6,86,2.1,-6,89,41.82,140.75,35,Hakodate
Aomori,40.82166667,140.7688889,2.8,2004,21/04/2004,112,1,-0.4,2.7,-3.2,127,4.2,-2.4,121,40.82,140.77,2,Aomori
Aomori,40.82166667,140.7688889,2.8,2005,2/05/2005,122,1,-0.7,1.7,-3.4,278,0.4,-4.5,185,40.82,140.77,2,Aomori
Aomori,40.82166667,140.7688889,2.8,2006,6/05/2006,126,1,-2,0.5,-4.4,155,2.3,-4.4,108,40.82,140.77,2,Aomori
Aomori,40.82166667,140.7688889,2.8,2007,29/04/2007,119,1,0.8,3.5,-1.6,165,5.2,-1.8,65,40.82,140.77,2,Aomori
Aomori,40.82166667,140.7688889,2.8,2008,21/04/2008,112,1,-1.7,0.7,-3.9,116,1.9,-3.8,84,40.82,140.77,2,Aomori
Aomori,40.82166667,140.7688889,2.8,2009,22/04/2009,112,1,-0.1,3.3,-3.5,128,3.4,-2.7,136,40.82,140.77,2,Aomori
Aomori,40.82166667,140.7688889,2.8,2010,2/05/2010,122,1,-0.5,2,-3,176,2.4,-4.2,78,40.82,140.77,2,Aomori
Aomori,40.82166667,140.7688889,2.8,2011,28/04/2011,118,1,-2.6,0.1,-4.9,209,4.2,-3.6,39,40.82,140.77,2,Aomori
Aomori,40.82166667,140.7688889,2.8,2012,1/05/2012,122,1,-2.6,-0.2,-4.8,143,0.6,-5.1,115,40.82,140.77,2,Aomori
Aomori,40.82166667,140.7688889,2.8,2013,6/05/2013,126,1,-2.4,0.3,-4.7,127,1.2,-4.5,148,40.82,140.77,2,Aomori
Aomori,40.82166667,140.7688889,2.8,2014,25/04/2014,115,1,-1.6,1,-4.4,168,1.8,-4.1,89,40.82,140.77,2,Aomori
Aomori,40.82166667,140.7688889,2.8,2015,19/04/2015,109,1,-0.2,2.5,-2.7,134,4.3,-1.5,45,40.82,140.77,2,Aomori
Aomori,40.82166667,140.7688889,2.8,2016,21/04/2016,112,1,-0.8,1.5,-2.8,149,3.5,-3,77,40.82,140.77,2,Aomori
Aomori,40.82166667,140.7688889,2.8,2017,21/04/2017,111,1,-0.4,2.4,-3.2,84,3.1,-2.7,109,40.82,140.77,2,Aomori
Aomori,40.82166667,140.7688889,2.8,2018,22/04/2018,112,1,-0.9,2,-3.4,104,1.4,-5.1,98,40.82,140.77,2,Aomori
Aomori,40.82166667,140.7688889,2.8,2019,22/04/2019,112,1,-0.6,2,-3.1,96,3.1,-3,95,40.82,140.77,2,Aomori
Aomori,40.82166667,140.7688889,2.8,2020,21/04/2020,112,1,0.9,3.8,-1.7,83,4.5,-1.7,67,40.82,140.77,2,Aomori
Aomori,40.82166667,140.7688889,2.8,2021,17/04/2021,107,1,-1.9,0.8,-4.4,147,2.8,-4.2,97,40.82,140.77,2,Aomori
Akita,39.7175,140.0991667,6.3,2004,16/04/2004,107,1,0.6,3.1,-2,141,5.6,-1.1,89,39.72,140.08,6,Akita
Akita,39.7175,140.0991667,6.3,2004,16/04/2004,107,1,0.6,3.1,-2,141,5.6,-1.1,89,39.72,140.08,6,Akita
Akita,39.7175,140.0991667,6.3,2005,28/04/2005,118,1,0.4,3.2,-2.2,188,2,-2.9,97,39.72,140.08,6,Akita
Akita,39.7175,140.0991667,6.3,2005,28/04/2005,118,1,0.4,3.2,-2.2,188,2,-2.9,97,39.72,140.08,6,Akita
Akita,39.7175,140.0991667,6.3,2006,26/04/2006,116,1,-0.7,1.8,-3.3,81,4.2,-2.4,121,39.72,140.08,6,Akita
Akita,39.7175,140.0991667,6.3,2006,26/04/2006,116,1,-0.7,1.8,-3.3,81,4.2,-2.4,121,39.72,140.08,6,Akita
Akita,39.7175,140.0991667,6.3,2007,23/04/2007,113,1,2.7,5.5,0,115,6.7,-0.7,55,39.72,140.08,6,Akita
Akita,39.7175,140.0991667,6.3,2007,23/04/2007,113,1,2.7,5.5,0,115,6.7,-0.7,55,39.72,140.08,6,Akita
Akita,39.7175,140.0991667,6.3,2008,15/04/2008,106,1,-0.3,2.3,-2.7,77,2.9,-2.7,77,39.72,140.08,6,Akita
Akita,39.7175,140.0991667,6.3,2008,15/04/2008,106,1,-0.3,2.3,-2.7,77,2.9,-2.7,77,39.72,140.08,6,Akita
Akita,39.7175,140.0991667,6.3,2009,19/04/2009,109,1,1.3,4.1,-1.5,182,4.9,-1.5,134,39.72,140.08,6,Akita
Akita,39.7175,140.0991667,6.3,2009,19/04/2009,109,1,1.3,4.1,-1.5,182,4.9,-1.5,134,39.72,140.08,6,Akita
Akita,39.7175,140.0991667,6.3,2010,28/04/2010,118,1,0.9,3.8,-1.6,165,3.7,-2.7,84,39.72,140.08,6,Akita
Akita,39.7175,140.0991667,6.3,2010,28/04/2010,118,1,0.9,3.8,-1.6,165,3.7,-2.7,84,39.72,140.08,6,Akita
Akita,39.7175,140.0991667,6.3,2011,27/04/2011,117,1,-1.3,1.1,-3.7,96,4.9,-2.4,79,39.72,140.08,6,Akita
Akita,39.7175,140.0991667,6.3,2011,27/04/2011,117,1,-1.3,1.1,-3.7,96,4.9,-2.4,79,39.72,140.08,6,Akita
Akita,39.7175,140.0991667,6.3,2012,26/04/2012,117,1,-1.1,1.2,-3.4,68,2.1,-3.8,66,39.72,140.08,6,Akita
Akita,39.7175,140.0991667,6.3,2012,26/04/2012,117,1,-1.1,1.2,-3.4,68,2.1,-3.8,66,39.72,140.08,6,Akita
Akita,39.7175,140.0991667,6.3,2013,29/04/2013,119,1,-0.9,1.8,-3.4,138,2.3,-3.1,93,39.72,140.08,6,Akita
Akita,39.7175,140.0991667,6.3,2013,29/04/2013,119,1,-0.9,1.8,-3.4,138,2.3,-3.1,93,39.72,140.08,6,Akita
Akita,39.7175,140.0991667,6.3,2014,24/04/2014,114,1,0,3.2,-2.8,143,3.1,-2.9,94,39.72,140.08,6,Akita
Akita,39.7175,140.0991667,6.3,2014,24/04/2014,114,1,0,3.2,-2.8,143,3.1,-2.9,94,39.72,140.08,6,Akita
Akita,39.7175,140.0991667,6.3,2015,15/04/2015,105,1,1.2,3.7,-1.3,69,5.5,-0.7,70,39.72,140.08,6,Akita
Akita,39.7175,140.0991667,6.3,2015,15/04/2015,105,1,1.2,3.7,-1.3,69,5.5,-0.7,70,39.72,140.08,6,Akita
Akita,39.7175,140.0991667,6.3,2016,19/04/2016,110,1,0.7,3.2,-1.5,95,3.9,-1.7,209,39.72,140.08,6,Akita
Akita,39.7175,140.0991667,6.3,2016,19/04/2016,110,1,0.7,3.2,-1.5,95,3.9,-1.7,209,39.72,140.08,6,Akita
Akita,39.7175,140.0991667,6.3,2017,19/04/2017,109,1,0.6,3.5,-2,134,4.3,-1.5,187,39.72,140.08,6,Akita
Akita,39.7175,140.0991667,6.3,2017,19/04/2017,109,1,0.6,3.5,-2,134,4.3,-1.5,187,39.72,140.08,6,Akita
Akita,39.7175,140.0991667,6.3,2018,20/04/2018,110,1,0.2,3,-2.3,113,2.3,-4,108,39.72,140.08,6,Akita
Akita,39.7175,140.0991667,6.3,2018,20/04/2018,110,1,0.2,3,-2.3,113,2.3,-4,108,39.72,140.08,6,Akita
Akita,39.7175,140.0991667,6.3,2019,20/04/2019,110,1,0.9,4,-1.8,86,4.8,-1.7,67,39.72,140.08,6,Akita
Akita,39.7175,140.0991667,6.3,2019,20/04/2019,110,1,0.9,4,-1.8,86,4.8,-1.7,67,39.72,140.08,6,Akita
Akita,39.7175,140.0991667,6.3,2020,15/04/2020,106,1,2.3,5.2,-0.3,119,6.1,-0.8,149,39.72,140.08,6,Akita
Akita,39.7175,140.0991667,6.3,2020,15/04/2020,106,1,2.3,5.2,-0.3,119,6.1,-0.8,149,39.72,140.08,6,Akita
Akita,39.7175,140.0991667,6.3,2021,7/04/2021,97,1,-0.4,2.8,-3.3,147,5.5,-1.8,128,39.72,140.08,6,Akita
Akita,39.7175,140.0991667,6.3,2021,7/04/2021,97,1,-0.4,2.8,-3.3,147,5.5,-1.8,128,39.72,140.08,6,Akita
Morioka,39.69833333,141.1661111,155.2,2008,17/04/2008,108,1,-2.7,1,-6.8,31,2,-6,25,39.68,141.15,155,Morioka
Morioka,39.69833333,141.1661111,155.2,2009,18/04/2009,108,1,-0.4,3.5,-4,75,3.9,-4.5,82,39.68,141.15,155,Morioka
Morioka,39.69833333,141.1661111,155.2,2010,2/05/2010,122,1,-1.3,1.7,-4.2,76,3.3,-5.2,21,39.68,141.15,155,Morioka
Morioka,39.69833333,141.1661111,155.2,2011,29/04/2011,119,1,-3.6,-0.1,-7.3,20,4,-4.7,29,39.68,141.15,155,Morioka
Morioka,39.69833333,141.1661111,155.2,2012,28/04/2012,119,1,-3,0.8,-6.5,24,1,-7.2,48,39.68,141.15,155,Morioka
Morioka,39.69833333,141.1661111,155.2,2013,2/05/2013,122,1,-2.9,0.7,-7.1,62,1.3,-6.1,41,39.68,141.15,155,Morioka
Morioka,39.69833333,141.1661111,155.2,2014,21/04/2014,111,1,-2.1,1.3,-5.8,65,2.7,-5.8,46,39.68,141.15,155,Morioka
Morioka,39.69833333,141.1661111,155.2,2015,16/04/2015,106,1,-0.6,2.6,-3.8,26,4.2,-2.6,48,39.68,141.15,155,Morioka
Morioka,39.69833333,141.1661111,155.2,2016,18/04/2016,109,1,-0.6,2.7,-3.6,32,3.8,-3.6,66,39.68,141.15,155,Morioka
Morioka,39.69833333,141.1661111,155.2,2017,24/04/2017,114,1,-1.1,2.4,-4.7,36,3.3,-3.8,67,39.68,141.15,155,Morioka
Morioka,39.69833333,141.1661111,155.2,2018,20/04/2018,110,1,-1.8,1.8,-5.5,37,1.4,-6.9,59,39.68,141.15,155,Morioka
Morioka,39.69833333,141.1661111,155.2,2019,22/04/2019,112,1,-1.1,2.5,-4.9,21,4.3,-4.1,49,39.68,141.15,155,Morioka
Morioka,39.69833333,141.1661111,155.2,2020,20/04/2020,111,1,0.2,4,-3.3,51,4.9,-2.7,54,39.68,141.15,155,Morioka
Morioka,39.69833333,141.1661111,155.2,2021,13/04/2021,103,1,-2.8,0.8,-6.5,78,4.4,-4.5,60,39.68,141.15,155,Morioka
Sendai,38.26194444,140.8966667,38.85,2004,10/04/2004,101,1,1.7,5.5,-1.6,24,7.7,-0.6,35,38.25,140.88,38,Sendai
Sendai,38.26222222,140.8966667,37.9,2004,10/04/2004,101,1,1.7,5.5,-1.6,24,7.7,-0.6,35,38.25,140.88,38,Sendai
Sendai,38.26194444,140.8966667,38.85,2005,17/04/2005,107,1,1.6,5.1,-1.8,62,4.3,-2.2,56,38.25,140.88,38,Sendai
Sendai,38.26222222,140.8966667,37.9,2005,17/04/2005,107,1,1.6,5.1,-1.8,62,4.3,-2.2,56,38.25,140.88,38,Sendai
Sendai,38.26194444,140.8966667,38.85,2006,18/04/2006,108,1,0.7,4.1,-2.5,16,5.9,-1.4,63,38.25,140.88,38,Sendai
Sendai,38.26222222,140.8966667,37.9,2006,18/04/2006,108,1,0.7,4.1,-2.5,16,5.9,-1.4,63,38.25,140.88,38,Sendai
Sendai,38.26194444,140.8966667,38.85,2007,12/04/2007,102,1,3.8,7.7,0.3,51,8,0,36,38.25,140.88,38,Sendai
Sendai,38.26222222,140.8966667,37.9,2007,12/04/2007,102,1,3.8,7.7,0.3,51,8,0,36,38.25,140.88,38,Sendai
Sendai,38.26194444,140.8966667,38.85,2008,11/04/2008,102,1,1.3,5.1,-1.9,10,5.9,-1.9,22,38.25,140.88,38,Sendai
Sendai,38.26222222,140.8966667,37.9,2008,11/04/2008,102,1,1.3,5.1,-1.9,10,5.9,-1.9,22,38.25,140.88,38,Sendai
Sendai,38.26194444,140.8966667,38.85,2009,10/04/2009,100,1,2.9,6.6,-0.5,97,7.6,-0.7,38,38.25,140.88,38,Sendai
Sendai,38.26222222,140.8966667,37.9,2009,10/04/2009,100,1,2.9,6.6,-0.5,97,7.6,-0.7,38,38.25,140.88,38,Sendai
Sendai,38.26194444,140.8966667,38.85,2010,21/04/2010,111,1,2.8,6.8,-0.8,4,6,-1.4,25,38.25,140.88,38,Sendai
Sendai,38.26222222,140.8966667,37.9,2010,21/04/2010,111,1,2.8,6.8,-0.8,4,6,-1.4,25,38.25,140.88,38,Sendai
Sendai,38.26194444,140.8966667,38.85,2011,15/04/2011,105,1,0.5,3.9,-2.5,9,7.6,-0.7,52,38.25,140.88,38,Sendai
Sendai,38.26222222,140.8966667,37.9,2011,15/04/2011,105,1,0.5,3.9,-2.5,9,7.6,-0.7,52,38.25,140.88,38,Sendai
Sendai,38.26194444,140.8966667,38.85,2012,23/04/2012,114,1,0.4,3.8,-2.6,23,4.2,-3.1,44,38.25,140.88,38,Sendai
Sendai,38.26222222,140.8966667,37.9,2012,23/04/2012,114,1,0.4,3.8,-2.6,23,4.2,-3.1,44,38.25,140.88,38,Sendai
Sendai,38.26194444,140.8966667,38.85,2013,15/04/2013,105,1,0.7,4.2,-2.7,37,5,-2.2,19,38.25,140.88,38,Sendai
Sendai,38.26222222,140.8966667,37.9,2013,15/04/2013,105,1,0.7,4.2,-2.7,37,5,-2.2,19,38.25,140.88,38,Sendai
Sendai,38.26194444,140.8966667,38.85,2014,11/04/2014,101,1,1.9,6.2,-1.9,18,5.2,-2.1,79,38.25,140.88,38,Sendai
Sendai,38.26222222,140.8966667,37.9,2014,11/04/2014,101,1,1.9,6.2,-1.9,18,5.2,-2.1,79,38.25,140.88,38,Sendai
Sendai,38.26194444,140.8966667,38.85,2015,9/04/2015,99,1,2.6,5.9,-0.3,42,6.4,0,30,38.25,140.88,38,Sendai
Sendai,38.26222222,140.8966667,37.9,2015,9/04/2015,99,1,2.6,5.9,-0.3,42,6.4,0,30,38.25,140.88,38,Sendai
Sendai,38.26194444,140.8966667,38.85,2016,6/04/2016,97,1,2.4,6.2,-0.8,68,8.1,-0.4,18,38.25,140.88,38,Sendai
Sendai,38.26222222,140.8966667,37.9,2016,6/04/2016,97,1,2.4,6.2,-0.8,68,8.1,-0.4,18,38.25,140.88,38,Sendai
Sendai,38.26194444,140.8966667,38.85,2017,13/04/2017,103,1,2.5,6.2,-0.7,18,7.3,-0.2,15,38.25,140.88,38,Sendai
Sendai,38.26222222,140.8966667,37.9,2017,13/04/2017,103,1,2.5,6.2,-0.7,18,7.3,-0.2,15,38.25,140.88,38,Sendai
Sendai,38.26194444,140.8966667,38.85,2018,4/04/2018,94,1,1.4,5,-2.2,50,5.8,-2.2,26,38.25,140.88,38,Sendai
Sendai,38.26222222,140.8966667,37.9,2018,4/04/2018,94,1,1.4,5,-2.2,50,5.8,-2.2,26,38.25,140.88,38,Sendai
Sendai,38.26194444,140.8966667,38.85,2019,10/04/2019,100,1,2.4,6.2,-0.9,4,8,-0.1,13,38.25,140.88,38,Sendai
Sendai,38.26222222,140.8966667,37.9,2019,10/04/2019,100,1,2.4,6.2,-0.9,4,8,-0.1,13,38.25,140.88,38,Sendai
Sendai,38.26194444,140.8966667,38.85,2020,3/04/2020,94,1,4,7.5,0.8,127,8.6,0.9,20,38.25,140.88,38,Sendai
Sendai,38.26222222,140.8966667,37.9,2020,3/04/2020,94,1,4,7.5,0.8,127,8.6,0.9,20,38.25,140.88,38,Sendai
Sendai,38.26194444,140.8966667,38.85,2021,31/03/2021,90,1,1.2,4.8,-2.3,10,8.6,-0.5,75,38.25,140.88,38,Sendai
Sendai,38.26222222,140.8966667,37.9,2021,31/03/2021,90,1,1.2,4.8,-2.3,10,8.6,-0.5,75,38.25,140.88,38,Sendai
kyoto,35.0119831,135.6761135,44,1990,29/03/1990,88,,,8.2,1,,11.7,4.5,,35.0119831,135.6761135,44,kyoto
kyoto,35.0119831,135.6761135,44,1991,7/04/1991,97,,,8.8,2,,8.6,0.9,,35.0119831,135.6761135,44,kyoto
kyoto,35.0119831,135.6761135,44,1992,3/04/1992,94,,,10.4,2.4,,9.3,1.4,,35.0119831,135.6761135,44,kyoto
kyoto,35.0119831,135.6761135,44,1993,7/04/1993,97,,,9.5,2.6,,10.8,2.1,,35.0119831,135.6761135,44,kyoto
kyoto,35.0119831,135.6761135,44,1994,9/04/1994,99,,,9.4,1.2,,8.9,1.1,,35.0119831,135.6761135,44,kyoto
kyoto,35.0119831,135.6761135,44,1995,9/04/1995,99,,,8.4,1.2,,9.7,1.1,,35.0119831,135.6761135,44,kyoto
kyoto,35.0119831,135.6761135,44,1996,12/04/1996,103,,,9.1,1.1,,8.4,0.1,,35.0119831,135.6761135,44,kyoto
kyoto,35.0119831,135.6761135,44,1997,7/04/1997,97,,,9.2,1.1,,9.7,0.7,,35.0119831,135.6761135,44,kyoto
kyoto,35.0119831,135.6761135,44,1998,1/04/1998,91,,,9,1.6,,11.9,3,,35.0119831,135.6761135,44,kyoto
kyoto,35.0119831,135.6761135,44,1999,4/04/1999,94,,,9.5,1.5,,9.6,0.6,,35.0119831,135.6761135,44,kyoto
kyoto,35.0119831,135.6761135,44,2000,9/04/2000,100,,,9.9,2.6,,8,0.3,,35.0119831,135.6761135,44,kyoto
kyoto,35.0119831,135.6761135,44,2001,6/04/2001,96,,,7.9,0.7,,10,1.3,,35.0119831,135.6761135,44,kyoto
kyoto,35.0119831,135.6761135,44,2002,1/04/2002,91,,,9.8,1.9,,11,2.1,,35.0119831,135.6761135,44,kyoto
kyoto,35.0119831,135.6761135,44,2003,8/04/2003,98,,,8,0.5,,10,1.8,,35.0119831,135.6761135,44,kyoto
kyoto,35.0119831,135.6761135,44,2004,1/04/2004,92,,,8.8,0.8,,12.3,1.6,,35.0119831,135.6761135,44,kyoto
kyoto,35.0119831,135.6761135,44,2005,9/04/2005,99,,,8.9,1.2,,9,1.4,,35.0119831,135.6761135,44,kyoto
kyoto,35.0119831,135.6761135,44,2006,8/04/2006,98,,,8.2,0.9,,9.9,1.7,,35.0119831,135.6761135,44,kyoto
kyoto,35.0119831,135.6761135,44,2007,7/04/2007,97,,,10.6,1.9,,12.4,2.6,,35.0119831,135.6761135,44,kyoto
kyoto,35.0119831,135.6761135,44,2008,4/04/2008,95,,,8.7,1.6,,8.3,0.2,,35.0119831,135.6761135,44,kyoto
kyoto,35.0119831,135.6761135,44,2009,5/04/2009,95,,,9.6,1.7,,11.2,2.7,,35.0119831,135.6761135,44,kyoto
kyoto,35.0119831,135.6761135,44,2010,5/04/2010,95,,,9.3,0.9,,11.3,3.1,,35.0119831,135.6761135,44,kyoto
